customer_id,first_name,email,country,signup_date,segment,loyalty_points
C10133,Marco,marco_10133@aurora-test.com,France,24/08/2023,Consumer,193.0
C10134,Sofia,sofia10134@aurora-test.com,United Kingdom,11-04-2024,Consumer,3836.0
C10135,,james_10135@yahoo.co.uk,Ireland,24 May 2024,Business,2233.0
C10136,Sofia,sofia10136@outlook.com,Netherlands,2023-05-20,consumer,3758.0
C10137,Liam,liam.10137@outlook.com,Germany,30/11/2024,Consumer,4174.0
C10138,Olivia,olivia.10138@outlook.com,Spain,02-13-2023,Consumer,180.0
C10139,Olivia,olivia_10139@outlook.com,germany,05 Mar 2024,Consumer,4238.0
C10140,Leon,leon10140@gmail.com,U.K.,2023-05-20,Business,1128.0
C10141,Lucas,lucas.10141@yahoo.co.uk,Germany,30/04/2024,Consumer,2021.0
C10142,Lucas,lucas10142@gmail.com,uk,10-29-2023,Business,4814.0
C10143,Hannah,hannah.10143@gmail.com,Netherlands,16 Nov 2023,Consumer,1508.0
C10144,Lucas,lucas_10144@gmail.com,spain,2024-05-05,Pro Athlete,4699.0
C10145,Mia,mia_10145@aurora-test.com,Poland,06/07/2024,nan,2533.0
C10146,Olivia,olivia.10146@gmail.com,United Kingdom,10-05-2023,Consumer,66.0
C10147,,marco10147@outlook.com,spain,30 Dec 2024,Consumer,4162.0
C10148,Sofia,sofia_10148@aurora-test.com,Spain,2023-12-31,Consumer,221.0
C10149,Liam,liam10149@gmail.com,spain,28/04/2023,Business,3182.0
C10150,Marco,marco10150@aurora-test.com,Poland,01-05-2023,consumer,2291.0
C10151,Hannah,hannah.10151@gmail.com,germany,28 May 2023,Business,699.0
C10152,James,james_10152@gmail.com,uk,2024-05-20,Consumer,2573.0
C10153,Liam,liam10153@aurora-test.com,United Kingdom,30/01/2024,Consumer,1811.0
C10154,James,james.10154@gmail.com,France,09-04-2023,Business,492.0
C10155,Emma,emma.10155@outlook.com,U.K.,18 Dec 2023,Business,2777.0
C10156,Olivia,olivia10156@outlook.com,uk,2024-09-04,Business,219.0
C10157,Leon,leon10157@outlook.com,uk,22/02/2024,Business,2691.0
C10158,Lucas,lucas_10158@outlook.com,Germany,02-12-2023,Business,1130.0
C10159,Piotr,,uk,05 Feb 2023,consumer,4153.0
C10160,Hannah,hannah.10160@yahoo.co.uk,France,2023-12-19,Pro Athlete,4751.0
C10161,Mia,mia.10161@gmail.com,spain,23/10/2023,Business,4660.0
C10162,Lucas,lucas10162@gmail.com,Germany,09-13-2024,Pro Athlete,4688.0
C10163,James,james10163@aurora-test.com,uk,02 Mar 2024,nan,502.0
C10164,James,,Spain,2024-07-07,Consumer,2548.0
C10165,Mia,mia_10165@yahoo.co.uk,uk,03/03/2024,Business,1122.0
C10166,James,james.10166@outlook.com,Italy,09-10-2023,Business,483.0
C10167,James,james.10167@outlook.com,germany,25 Apr 2024,Consumer,1960.0
C10168,Emma,emma10168@yahoo.co.uk,germany,2024-03-30,Business,2146.0
C10169,Elena,elena10169@gmail.com,U.K.,10/06/2024,Consumer,1481.0
C10170,Sofia,sofia10170@aurora-test.com,Germany,05-19-2023,Consumer,570.0
C10171,Leon,leon_10171@yahoo.co.uk,uk,13 Apr 2024,Consumer,2041.0
C10172,Ava,ava.10172@outlook.com,Spain,2023-07-28,Business,776.0
C10173,Liam,liam10173@aurora-test.com,uk,31/07/2024,Business,203.0
C10174,Ava,ava10174@outlook.com,Italy,08-06-2024,consumer,2256.0
C10175,Olivia,olivia10175@outlook.com,Germany,01 Apr 2024,Consumer,330.0
C10176,Hannah,hannah10176@outlook.com,Spain,2024-11-23,consumer,4829.0
C10177,Liam,liam_10177@outlook.com,Spain,28/01/2024,Consumer,4191.0
C10178,Ava,ava.10178@outlook.com,spain,01-19-2023,Consumer,4629.0
C10179,Piotr,piotr_10179@gmail.com,Netherlands,19 Mar 2024,Consumer,512.0
C10180,Mia,mia_10180@aurora-test.com,Spain,2024-07-22,Pro Athlete,2324.0
C10181,Sofia,sofia.10181@gmail.com,Ireland,15/03/2023,Consumer,4120.0
C10182,Lucas,lucas_10182@yahoo.co.uk,Germany,03-18-2023,consumer,2877.0
C10183,Hannah,hannah_10183@gmail.com,Netherlands,19 Jul 2023,Pro Athlete,1532.0
C10184,Emma,emma.10184@yahoo.co.uk,germany,2024-09-09,Consumer,4157.0
C10185,Mia,mia10185@yahoo.co.uk,spain,21/01/2024,Pro Athlete,1546.0
C10186,Elena,elena10186@outlook.com,France,12-14-2024,Consumer,4869.0
C10187,Mia,mia.10187@outlook.com,Ireland,30 Sep 2024,Consumer,503.0
C10188,Sofia,sofia10188@outlook.com,Germany,2024-02-10,Consumer,3529.0
C10189,Liam,liam_10189@aurora-test.com,Spain,11/05/2024,consumer,66.0
C10190,Emma,emma_10190@gmail.com,uk,08-30-2023,nan,4571.0
C10191,Piotr,piotr_10191@yahoo.co.uk,spain,08 Mar 2023,Business,1776.0
C10192,Lucas,lucas.10192@gmail.com,United Kingdom,2023-10-19,Business,101.0
C10193,Noah,noah.10193@yahoo.co.uk,germany,08/03/2024,Consumer,4176.0
C10194,Ava,ava.10194@gmail.com,United Kingdom,05-14-2023,Pro Athlete,4837.0
C10195,Mia,mia_10195@outlook.com,Germany,12 Jun 2023,Consumer,4599.0
C10196,Lucas,lucas.10196@gmail.com,France,2023-01-11,Consumer,2428.0
C10197,Leon,leon_10197@yahoo.co.uk,Germany,20/06/2024,nan,307.0
C10198,Emma,emma10198@gmail.com,germany,10-19-2024,Consumer,1138.0
C10199,Leon,leon.10199@yahoo.co.uk,uk,27 Aug 2024,Consumer,154.0
C10200,Sofia,sofia.10200@outlook.com,Italy,2023-10-05,Consumer,221.0
C10201,Piotr,piotr.10201@yahoo.co.uk,Netherlands,09/03/2024,Consumer,794.0
C10202,Liam,liam_10202@aurora-test.com,France,12-03-2024,Business,2815.0
C10203,Liam,liam10203@aurora-test.com,United Kingdom,08 Mar 2024,Consumer,3831.0
C10204,Sofia,sofia10204@yahoo.co.uk,United Kingdom,2023-08-05,nan,2924.0
C10205,Lucas,lucas10205@yahoo.co.uk,Italy,05/09/2023,Consumer,1024.0
C10206,Leon,leon10206@outlook.com,Poland,06-15-2024,Business,3008.0
C10207,Ava,ava.10207@yahoo.co.uk,Ireland,23 Nov 2023,Business,1154.0
C10208,,elena_10208@yahoo.co.uk,germany,2024-09-04,Business,2305.0
C10209,Sofia,sofia.10209@outlook.com,France,23/09/2024,consumer,4444.0
C10210,Olivia,,uk,01-27-2023,consumer,672.0
C10211,Olivia,olivia10211@gmail.com,United Kingdom,12 Jun 2024,Business,4374.0
C10212,Piotr,piotr_10212@outlook.com,Netherlands,2023-09-28,Pro Athlete,1354.0
C10213,Olivia,olivia10213@outlook.com,France,15/01/2024,Consumer,3351.0
C10214,,piotr_10214@outlook.com,France,07-13-2023,Consumer,1306.0
C10215,Emma,emma10215@aurora-test.com,germany,27 Sep 2023,Business,820.0
C10216,Olivia,olivia_10216@aurora-test.com,Germany,2023-08-30,Consumer,2252.0
C10217,Noah,noah.10217@outlook.com,Poland,06/02/2023,Consumer,1905.0
C10218,,mia_10218@gmail.com,Netherlands,07-26-2024,nan,2537.0
C10219,Ava,ava_10219@outlook.com,Italy,15 Apr 2023,Consumer,1180.0
C10220,Hannah,,germany,2023-10-02,Consumer,4891.0
C10221,Mia,mia10221@aurora-test.com,Italy,22/05/2023,Business,3359.0
C10222,Ava,ava.10222@gmail.com,germany,04-28-2023,Consumer,4203.0
C10223,,mia_10223@outlook.com,Spain,30 Sep 2023,Consumer,3899.0
C10224,Piotr,piotr_10224@aurora-test.com,uk,2024-11-02,Consumer,3620.0
C10225,Ava,ava.10225@gmail.com,Italy,21/11/2024,Consumer,710.0
C10226,Liam,,United Kingdom,10-07-2023,Consumer,2940.0
C10227,Ava,ava_10227@aurora-test.com,Italy,05 Jan 2024,Business,4489.0
C10228,Marco,marco.10228@outlook.com,spain,2024-12-21,Consumer,480.0
C10229,Emma  ,emma_10229@outlook.com,United Kingdom,21/06/2023,Consumer,2314.0
C10230,Piotr,piotr.10230@yahoo.co.uk,Spain,11-21-2024,Business,921.0
C10231,Mia,mia10231@yahoo.co.uk,U.K.,19 Mar 2023,Consumer,3975.0
C10232,Mia,mia_10232@outlook.com,France,2023-06-15,Consumer,4656.0
C10233,Noah,,United Kingdom,05/09/2023,Consumer,258.0
C10234,Elena,elena10234@yahoo.co.uk,Italy,01-28-2023,Consumer,4006.0
C10235,James,james10235@yahoo.co.uk,Spain,19 Aug 2024,Consumer,1802.0
C10236,Noah,noah_10236@outlook.com,germany,2024-09-17,Consumer,4819.0
C10237,Ava,ava_10237@yahoo.co.uk,Ireland,08/10/2023,Pro Athlete,73.0
C10238,Sofia,sofia.10238@outlook.com,spain,09-03-2024,nan,957.0
C10239,,sofia10239@outlook.com,spain,18 Jul 2024,Pro Athlete,3592.0
C10240,Liam,liam10240@aurora-test.com,uk,2024-08-08,Consumer,3892.0
C10241,Emma,emma.10241@outlook.com,Spain,09/08/2024,Business,397.0
C10242,Olivia,olivia_10242@yahoo.co.uk,Italy,02-24-2024,consumer,800.0
C10243,Mia,mia10243@aurora-test.com,Poland,23 Mar 2023,Consumer,1691.0
C10244,Noah,noah_10244@gmail.com,spain,2024-11-06,Pro Athlete,174.0
C10245,Lucas,lucas10245@gmail.com,U.K.,20/03/2024,Business,3908.0
C10246,Mia,mia_10246@outlook.com,Italy,10-20-2024,Consumer,3348.0
C10247,Leon,leon10247@outlook.com,United Kingdom,02 Dec 2024,nan,3744.0
C10248,Lucas,lucas.10248@outlook.com,Germany,2023-05-17,Consumer,2348.0
C10249,Leon,leon.10249@yahoo.co.uk,Poland,21/10/2023,Consumer,3201.0
C10250,Mia,mia10250@aurora-test.com,Netherlands,05-21-2023,Consumer,2863.0
C10251,,leon_10251@yahoo.co.uk,Ireland,07 Feb 2023,Consumer,3470.0
C10252,Mia,mia.10252@gmail.com,germany,2024-12-07,nan,2252.0
C10253,Noah,noah.10253@aurora-test.com,Italy,05/11/2024,consumer,3256.0
C10254,Emma,emma10254@yahoo.co.uk,Italy,11-12-2024,Consumer,3226.0
C10255,Marco,,U.K.,07 Oct 2024,Business,3206.0
C10256,Noah,noah10256@yahoo.co.uk,Poland,2024-04-19,Pro Athlete,4362.0
C10257,Lucas,lucas.10257@outlook.com,Poland,17/01/2024,Pro Athlete,1748.0
C10258,Liam,liam10258@yahoo.co.uk,uk,12-25-2024,Pro Athlete,4394.0
C10259,Sofia,sofia_10259@outlook.com,Netherlands,08 Feb 2024,Pro Athlete,140.0
C10260,Lucas,lucas.10260@outlook.com,France,2024-04-14,Business,2430.0
C10261,Mia,mia_10261@outlook.com,Italy,04/06/2023,Consumer,2209.0
C10262,Lucas,lucas_10262@yahoo.co.uk,Spain,06-29-2024,Pro Athlete,4340.0
C10263,Ava,ava10263@yahoo.co.uk,U.K.,22 Aug 2024,Consumer,227.0
C10264,Piotr,piotr10264@gmail.com,uk,2024-05-11,Consumer,1083.0
C10265,Lucas,lucas.10265@outlook.com,Spain,31/12/2023,Consumer,2344.0
C10266,Marco,marco_10266@gmail.com,Ireland,05-25-2023,Consumer,4077.0
C10267,,hannah10267@yahoo.co.uk,Netherlands,25 Jan 2023,Business,2320.0
C10268,Lucas,lucas10268@aurora-test.com,Germany,2024-04-03,Pro Athlete,3194.0
C10269,Elena,elena10269@gmail.com,Ireland,14/05/2024,Consumer,893.0
C10270,Olivia,olivia10270@outlook.com,germany,07-18-2024,consumer,4716.0
C10271,Elena,elena.10271@gmail.com,Spain,25 Nov 2024,Consumer,3921.0
C10272,Marco,marco_10272@outlook.com,Germany,2023-12-30,Business,214.0
C10273,Lucas,lucas10273@yahoo.co.uk,Spain,29/08/2024,Consumer,3521.0
C10274,Hannah,hannah.10274@gmail.com,Spain,06-07-2024,Consumer,647.0
C10275,Lucas,lucas_10275@aurora-test.com,Italy,22 Jul 2023,Business,2797.0
C10276,Emma,emma10276@outlook.com,France,2024-09-09,consumer,3542.0
C10277,Marco,marco10277@gmail.com,Spain,08/02/2023,Consumer,4629.0
C10278,Emma,emma.10278@yahoo.co.uk,spain,03-13-2024,Consumer,352.0
C10279,Noah,noah_10279@aurora-test.com,France,18 Nov 2024,Consumer,1435.0
C10280,Lucas,lucas.10280@yahoo.co.uk,Spain,2024-04-26,Business,3451.0
C10281,Marco,marco10281@gmail.com,uk,15/11/2024,Consumer,1310.0
C10282,Ava,ava.10282@outlook.com,Ireland,02-11-2023,Consumer,3562.0
C10283,Sofia,sofia10283@outlook.com,uk,25 Jan 2024,Pro Athlete,917.0
C10284,James,james_10284@yahoo.co.uk,Ireland,2024-07-24,Business,817.0
C10285,Olivia,olivia_10285@aurora-test.com,Netherlands,14/04/2024,Consumer,2722.0
C10286,James,james10286@outlook.com,Poland,10-05-2024,Business,3445.0
C10287,Olivia,olivia10287@outlook.com,United Kingdom,05 Dec 2023,Consumer,1026.0
C10288,Elena,elena_10288@outlook.com,U.K.,2024-05-13,Consumer,4369.0
C10289,Marco,marco10289@gmail.com,United Kingdom,03/11/2023,Business,4344.0
C10290,Marco,marco.10290@yahoo.co.uk,France,09-29-2024,Consumer,406.0
C10291,James,james_10291@aurora-test.com,Ireland,29 Mar 2023,Consumer,1521.0
C10292,Olivia,olivia_10292@aurora-test.com,Netherlands,2023-07-05,Pro Athlete,2780.0
C10293,Emma,emma_10293@yahoo.co.uk,Italy,12/03/2023,Business,2454.0
C10294,Lucas,lucas10294@outlook.com,Ireland,05-28-2024,Pro Athlete,1274.0
C10295,,noah10295@yahoo.co.uk,United Kingdom,20 Jun 2023,Pro Athlete,2647.0
C10296,Sofia,sofia_10296@aurora-test.com,Netherlands,2023-08-20,Consumer,4813.0
C10297,Liam,,Germany,03/09/2024,Business,1538.0
C10298,Hannah,hannah_10298@aurora-test.com,Italy,09-21-2023,Consumer,1095.0
C10299,Noah,noah_10299@aurora-test.com,Netherlands,17 Apr 2023,Business,3692.0
C10300,James,james_10300@aurora-test.com,Italy,2023-01-16,Consumer,2853.0
C10301,Hannah,hannah_10301@yahoo.co.uk,France,15/06/2023,Consumer,3460.0
C10302,Elena,elena.10302@yahoo.co.uk,spain,10-30-2024,Consumer,3231.0
C10303,James,james10303@aurora-test.com,France,06 Feb 2024,Business,3804.0
C10304,Sofia,sofia10304@gmail.com,spain,2024-12-28,Consumer,3646.0
C10305,Marco,marco_10305@gmail.com,France,07/06/2023,consumer,3029.0
C10306,Leon,leon10306@yahoo.co.uk,germany,09-14-2023,Pro Athlete,2272.0
C10307,Marco,marco10307@gmail.com,U.K.,30 Apr 2023,Business,2300.0
C10308,Ava,ava_10308@gmail.com,germany,2023-10-19,Consumer,1326.0
C10309,Ava,ava_10309@gmail.com,Italy,16/02/2024,Consumer,2244.0
C10310,Leon,leon.10310@outlook.com,Ireland,08-13-2024,Pro Athlete,3025.0
C10311,Liam,,uk,27 Sep 2023,consumer,3582.0
C10312,Emma,emma_10312@yahoo.co.uk,U.K.,2024-07-17,Consumer,3864.0
C10313,Mia,mia.10313@outlook.com,Spain,02/04/2024,Pro Athlete,1885.0
C10314,Leon,leon10314@yahoo.co.uk,Italy,08-02-2023,Consumer,3664.0
C10315,Olivia,olivia.10315@outlook.com,U.K.,28 Oct 2024,Consumer,2186.0
C10316,Lucas,lucas10316@aurora-test.com,Germany,2023-11-14,Consumer,1791.0
C10317,Ava,ava.10317@aurora-test.com,United Kingdom,21/04/2023,Consumer,818.0
C10318,Lucas,lucas_10318@outlook.com,United Kingdom,12-04-2024,Consumer,1329.0
C10319,Piotr,piotr.10319@outlook.com,uk,29 Oct 2024,Business,3398.0
C10320,Olivia,olivia_10320@yahoo.co.uk,Italy,2023-02-06,Consumer,1082.0
C10321,Piotr,piotr.10321@aurora-test.com,Ireland,21/10/2024,Business,384.0
C10322,Sofia,sofia_10322@gmail.com,France,11-23-2024,Business,1359.0
C10323,Hannah,hannah.10323@yahoo.co.uk,U.K.,29 Aug 2024,Pro Athlete,4952.0
C10324,Ava,ava_10324@yahoo.co.uk,Poland,2023-07-06,Consumer,748.0
C10325,Noah,noah10325@gmail.com,Germany,06/04/2024,Business,718.0
C10326,Hannah,hannah10326@outlook.com,uk,01-29-2024,Consumer,2015.0
C10327,Leon,leon_10327@gmail.com,uk,29 Mar 2024,Business,1914.0
C10328,Liam,liam.10328@aurora-test.com,germany,2024-03-26,Consumer,4601.0
C10329,Leon,leon10329@gmail.com,Italy,12/04/2024,Business,1188.0
C10330,Hannah,hannah_10330@aurora-test.com,germany,01-11-2024,Consumer,2086.0
C10331,Ava,ava10331@yahoo.co.uk,France,19 May 2024,Business,1453.0
C10332,Elena,elena.10332@gmail.com,germany,2024-01-20,Consumer,1249.0
